"Code","Gravite","Categorie","Bibliotheque","DossierRacine","TypeElement","Chemin","CheminRelatif","Nom","Extension","TailleOctets","DateModification","LongueurCheminCible","Detail"
"ANCIEN","Information","Nettoyage (ROT)","RH","02_RH_Collaborateurs","Fichier","C:\DemoMigration\FileServer\02_RH_Collaborateurs\01_Dossiers_Individuels\MULLER_Kevin\Contrat_de_travail_MULLER.pdf","02_RH_Collaborateurs\01_Dossiers_Individuels\MULLER_Kevin\Contrat_de_travail_MULLER.pdf","Contrat_de_travail_MULLER.pdf",".pdf","1720","2019-10-19T18:12:57","96","Modifié le 19/10/2019"
"ANCIEN","Information","Nettoyage (ROT)","RH","02_RH_Collaborateurs","Fichier","C:\DemoMigration\FileServer\02_RH_Collaborateurs\01_Dossiers_Individuels\ROUSSEAU_Pauline\Contrat_de_travail_ROUSSEAU.pdf","02_RH_Collaborateurs\01_Dossiers_Individuels\ROUSSEAU_Pauline\Contrat_de_travail_ROUSSEAU.pdf","Contrat_de_travail_ROUSSEAU.pdf",".pdf","1734","2014-08-23T16:30:05","102","Modifié le 23/08/2014"
"ANCIEN","Information","Nettoyage (ROT)","RH","02_RH_Collaborateurs","Fichier","C:\DemoMigration\FileServer\02_RH_Collaborateurs\01_Dossiers_Individuels\SIMON_Bastien\Contrat_de_travail_SIMON.pdf","02_RH_Collaborateurs\01_Dossiers_Individuels\SIMON_Bastien\Contrat_de_travail_SIMON.pdf","Contrat_de_travail_SIMON.pdf",".pdf","1720","2012-05-04T18:14:55","96","Modifié le 04/05/2012"
"ANCIEN","Information","Nettoyage (ROT)","RH","02_RH_Collaborateurs","Fichier","C:\DemoMigration\FileServer\02_RH_Collaborateurs\01_Dossiers_Individuels\VINCENT_Florian\Contrat_de_travail_VINCENT.pdf","02_RH_Collaborateurs\01_Dossiers_Individuels\VINCENT_Florian\Contrat_de_travail_VINCENT.pdf","Contrat_de_travail_VINCENT.pdf",".pdf","1722","2016-06-04T14:53:03","100","Modifié le 04/06/2016"
"ANCIEN","Information","Nettoyage (ROT)","RH","02_RH_Collaborateurs","Fichier","C:\DemoMigration\FileServer\02_RH_Collaborateurs\04_Politiques_RH\Politique_conges.docx","02_RH_Collaborateurs\04_Politiques_RH\Politique_conges.docx","Politique_conges.docx",".docx","36723","2021-06-26T03:52:21","68","Modifié le 26/06/2021"
"POINT_VIRGULE","Information","Nommage et chemins","Finance","03_Finance","Fichier","C:\DemoMigration\FileServer\03_Finance\Budget;version2.txt","03_Finance\Budget;version2.txt","Budget;version2.txt",".txt","14","2026-09-16T09:12:00","54","Nom : Budget;version2.txt"
"TEMPORAIRE","À traiter","Nettoyage (ROT)","Finance","03_Finance","Fichier","C:\DemoMigration\FileServer\03_Finance\Budgets\2026\~WRL0003.tmp","03_Finance\Budgets\2026\~WRL0003.tmp","~WRL0003.tmp",".tmp","1048576","2026-09-16T09:12:00","60","Extension .tmp"
"ESPACES","Bloquant","Nommage et chemins","Direction","04_Direction","Fichier","C:\DemoMigration\FileServer\04_Direction\ Note avec espace initial.txt","04_Direction\ Note avec espace initial.txt"," Note avec espace initial.txt",".txt","30","2026-09-16T09:12:00","66","Nom : ' Note avec espace initial.txt'"
"RACCOURCI","À traiter","Liens et formats","Direction","04_Direction","Fichier","C:\DemoMigration\FileServer\04_Direction\Raccourci vers Budgets.lnk","04_Direction\Raccourci vers Budgets.lnk","Raccourci vers Budgets.lnk",".lnk","1024","2026-09-16T09:12:00","63","Raccourci .lnk"
"CACHE_SYSTEME","À traiter","Accès aux fichiers","Direction","04_Direction","Fichier","C:\DemoMigration\FileServer\04_Direction\Strategie\Notes_personnelles_DG.txt","04_Direction\Strategie\Notes_personnelles_DG.txt","Notes_personnelles_DG.txt",".txt","31","2026-09-16T09:12:00","72","Hidden"
"DIESE_POURCENT","Information","Nommage et chemins","Direction","04_Direction","Fichier","C:\DemoMigration\FileServer\04_Direction\Strategie\Plan #1 - Transformation 100% cloud.docx","04_Direction\Strategie\Plan #1 - Transformation 100% cloud.docx","Plan #1 - Transformation 100% cloud.docx",".docx","36764","2026-05-03T00:00:00","87","Nom : Plan #1 - Transformation 100% cloud.docx"
"CACHE_SYSTEME","À traiter","Accès aux fichiers","Commun","05_Commun","Fichier","C:\DemoMigration\FileServer\05_Commun\Evenements\Seminaire_2025_Annecy\Thumbs.db","05_Commun\Evenements\Seminaire_2025_Annecy\Thumbs.db","Thumbs.db",".db","1048576","2026-09-16T09:12:00","76","Hidden, System"
"FICHIER_VIDE","Information","Nettoyage (ROT)","Commun","05_Commun","Fichier","C:\DemoMigration\FileServer\05_Commun\Modeles\Fichier_vide.txt","05_Commun\Modeles\Fichier_vide.txt","Fichier_vide.txt",".txt","0","2026-09-16T09:12:00","58","0 octet"
"EXECUTABLE","Information","Nettoyage (ROT)","Commun","05_Commun","Fichier","C:\DemoMigration\FileServer\05_Commun\Modeles\Installer_modeles.bat","05_Commun\Modeles\Installer_modeles.bat","Installer_modeles.bat",".bat","36","2026-09-16T09:12:00","63","Extension .bat"
"ANCIEN","Information","Nettoyage (ROT)","Commun","05_Commun","Fichier","C:\DemoMigration\FileServer\05_Commun\Modeles\Modele_compte_rendu.docx","05_Commun\Modeles\Modele_compte_rendu.docx","Modele_compte_rendu.docx",".docx","36726","2020-12-18T20:57:43","66","Modifié le 18/12/2020"
"ANCIEN","Information","Nettoyage (ROT)","Commun","05_Commun","Fichier","C:\DemoMigration\FileServer\05_Commun\Modeles\Modele_courrier.docx","05_Commun\Modeles\Modele_courrier.docx","Modele_courrier.docx",".docx","36725","2020-09-27T01:11:52","62","Modifié le 27/09/2020"
"ANCIEN","Information","Nettoyage (ROT)","Commun","05_Commun","Fichier","C:\DemoMigration\FileServer\05_Commun\Modeles\Modele_facture.docx","05_Commun\Modeles\Modele_facture.docx","Modele_facture.docx",".docx","36724","2020-12-29T00:27:34","61","Modifié le 29/12/2020"
"TYPE_SCRIPT","Bloquant","Taille et types","Commun","05_Commun","Fichier","C:\DemoMigration\FileServer\05_Commun\Procedures\Intranet_ancien.aspx","05_Commun\Procedures\Intranet_ancien.aspx","Intranet_ancien.aspx",".aspx","76","2026-09-16T09:12:00","65","Extension .aspx"
"LIENS_UNC","À traiter","Liens et formats","Commun","05_Commun","Fichier","C:\DemoMigration\FileServer\05_Commun\Procedures\Note_liens_serveur.docx","05_Commun\Procedures\Note_liens_serveur.docx","Note_liens_serveur.docx",".docx","36901","2024-03-12T00:00:00","68","2 lien(s) : file://srv-fichiers/commun/Procedures/Procedure_achats.pdf ; \\srv-fichiers\finance\Budgets\2026\Budget_previsionnel_2026.xlsx"
"ANCIEN","Information","Nettoyage (ROT)","Commun","05_Commun","Fichier","C:\DemoMigration\FileServer\05_Commun\Procedures\Procedure_accueil_nouvel_arrivant.pdf","05_Commun\Procedures\Procedure_accueil_nouvel_arrivant.pdf","Procedure_accueil_nouvel_arrivant.pdf",".pdf","1680","2019-11-11T17:20:18","82","Modifié le 11/11/2019"
"ANCIEN","Information","Nettoyage (ROT)","Commun","05_Commun","Fichier","C:\DemoMigration\FileServer\05_Commun\Procedures\Procedure_achats.pdf","05_Commun\Procedures\Procedure_achats.pdf","Procedure_achats.pdf",".pdf","1668","2020-12-08T00:55:04","65","Modifié le 08/12/2020"
"NOM_RESERVE","Bloquant","Nommage et chemins","Commun","05_Commun","Fichier","C:\DemoMigration\FileServer\05_Commun\Procedures\_vti_config_intranet.txt","05_Commun\Procedures\_vti_config_intranet.txt","_vti_config_intranet.txt",".txt","6","2026-09-16T09:12:00","69","Nom : _vti_config_intranet.txt"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2009\Dossier_Boulangeries_009.xlsx","06_Archives\2009\Dossier_Boulangeries_009.xlsx","Dossier_Boulangeries_009.xlsx",".xlsx","4914","2009-08-06T11:11:37","70","Modifié le 06/08/2009"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2009\Dossier_Boulangeries_012.pdf","06_Archives\2009\Dossier_Boulangeries_012.pdf","Dossier_Boulangeries_012.pdf",".pdf","1624","2009-10-05T03:20:51","69","Modifié le 05/10/2009"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2009\Dossier_Boulangeries_016.pdf","06_Archives\2009\Dossier_Boulangeries_016.pdf","Dossier_Boulangeries_016.pdf",".pdf","1624","2009-08-25T17:49:55","69","Modifié le 25/08/2009"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2009\Dossier_Boulangeries_026.pdf","06_Archives\2009\Dossier_Boulangeries_026.pdf","Dossier_Boulangeries_026.pdf",".pdf","1625","2009-12-08T11:40:54","69","Modifié le 08/12/2009"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2009\Dossier_Cabinet_000.xlsx","06_Archives\2009\Dossier_Cabinet_000.xlsx","Dossier_Cabinet_000.xlsx",".xlsx","4914","2009-03-14T06:11:11","65","Modifié le 14/03/2009"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2009\Dossier_Cabinet_001.txt","06_Archives\2009\Dossier_Cabinet_001.txt","Dossier_Cabinet_001.txt",".txt","31","2009-10-18T00:36:47","64","Modifié le 18/10/2009"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2009\Dossier_Cabinet_002.pdf","06_Archives\2009\Dossier_Cabinet_002.pdf","Dossier_Cabinet_002.pdf",".pdf","1625","2009-05-24T18:46:47","64","Modifié le 24/05/2009"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2009\Dossier_Cabinet_013.xlsx","06_Archives\2009\Dossier_Cabinet_013.xlsx","Dossier_Cabinet_013.xlsx",".xlsx","4914","2009-03-25T13:50:52","65","Modifié le 25/03/2009"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2009\Dossier_Cabinet_018.docx","06_Archives\2009\Dossier_Cabinet_018.docx","Dossier_Cabinet_018.docx",".docx","36709","2009-10-11T15:38:17","65","Modifié le 11/10/2009"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2009\Dossier_Cabinet_021.txt","06_Archives\2009\Dossier_Cabinet_021.txt","Dossier_Cabinet_021.txt",".txt","31","2009-05-29T01:53:13","64","Modifié le 29/05/2009"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2009\Dossier_Clinique_015.txt","06_Archives\2009\Dossier_Clinique_015.txt","Dossier_Clinique_015.txt",".txt","31","2009-10-25T14:26:09","65","Modifié le 25/10/2009"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2009\Dossier_Clinique_019.xlsx","06_Archives\2009\Dossier_Clinique_019.xlsx","Dossier_Clinique_019.xlsx",".xlsx","4913","2009-11-21T13:39:21","66","Modifié le 21/11/2009"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2009\Dossier_Clinique_022.pdf","06_Archives\2009\Dossier_Clinique_022.pdf","Dossier_Clinique_022.pdf",".pdf","1625","2009-02-07T05:30:38","65","Modifié le 07/02/2009"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2009\Dossier_Hôtel_004.pdf","06_Archives\2009\Dossier_Hôtel_004.pdf","Dossier_Hôtel_004.pdf",".pdf","1624","2009-11-05T23:07:45","62","Modifié le 05/11/2009"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2009\Dossier_Hôtel_024.txt","06_Archives\2009\Dossier_Hôtel_024.txt","Dossier_Hôtel_024.txt",".txt","31","2009-03-30T00:26:23","62","Modifié le 30/03/2009"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2009\Dossier_Laboratoires_003.pdf","06_Archives\2009\Dossier_Laboratoires_003.pdf","Dossier_Laboratoires_003.pdf",".pdf","1624","2009-01-30T22:04:08","69","Modifié le 30/01/2009"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2009\Dossier_Laboratoires_006.xlsx","06_Archives\2009\Dossier_Laboratoires_006.xlsx","Dossier_Laboratoires_006.xlsx",".xlsx","4912","2009-10-06T16:11:10","70","Modifié le 06/10/2009"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2009\Dossier_Laboratoires_010.docx","06_Archives\2009\Dossier_Laboratoires_010.docx","Dossier_Laboratoires_010.docx",".docx","36709","2009-07-05T02:28:49","70","Modifié le 05/07/2009"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2009\Dossier_Laboratoires_011.docx","06_Archives\2009\Dossier_Laboratoires_011.docx","Dossier_Laboratoires_011.docx",".docx","36708","2009-01-26T09:41:27","70","Modifié le 26/01/2009"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2009\Dossier_Laboratoires_014.pdf","06_Archives\2009\Dossier_Laboratoires_014.pdf","Dossier_Laboratoires_014.pdf",".pdf","1624","2009-04-01T07:39:24","69","Modifié le 01/04/2009"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2009\Dossier_Laboratoires_025.docx","06_Archives\2009\Dossier_Laboratoires_025.docx","Dossier_Laboratoires_025.docx",".docx","36708","2009-06-25T10:24:19","70","Modifié le 25/06/2009"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2009\Dossier_Laboratoires_027.docx","06_Archives\2009\Dossier_Laboratoires_027.docx","Dossier_Laboratoires_027.docx",".docx","36708","2009-02-07T02:02:03","70","Modifié le 07/02/2009"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2009\Dossier_Menuiserie_023.txt","06_Archives\2009\Dossier_Menuiserie_023.txt","Dossier_Menuiserie_023.txt",".txt","31","2009-07-14T01:22:19","67","Modifié le 14/07/2009"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2009\Dossier_Pharmacie_005.docx","06_Archives\2009\Dossier_Pharmacie_005.docx","Dossier_Pharmacie_005.docx",".docx","36708","2009-07-27T21:54:57","67","Modifié le 27/07/2009"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2009\Dossier_Pharmacie_007.xlsx","06_Archives\2009\Dossier_Pharmacie_007.xlsx","Dossier_Pharmacie_007.xlsx",".xlsx","4913","2009-04-15T12:30:19","67","Modifié le 15/04/2009"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2009\Dossier_Pharmacie_008.txt","06_Archives\2009\Dossier_Pharmacie_008.txt","Dossier_Pharmacie_008.txt",".txt","31","2009-07-13T01:36:53","66","Modifié le 13/07/2009"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2009\Dossier_Transports_017.pdf","06_Archives\2009\Dossier_Transports_017.pdf","Dossier_Transports_017.pdf",".pdf","1625","2009-10-28T19:59:24","67","Modifié le 28/10/2009"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2009\Dossier_Transports_020.txt","06_Archives\2009\Dossier_Transports_020.txt","Dossier_Transports_020.txt",".txt","31","2009-05-09T20:30:28","67","Modifié le 09/05/2009"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2010\Dossier_Boulangeries_005.docx","06_Archives\2010\Dossier_Boulangeries_005.docx","Dossier_Boulangeries_005.docx",".docx","36708","2010-12-30T05:33:46","70","Modifié le 30/12/2010"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2010\Dossier_Cabinet_011.xlsx","06_Archives\2010\Dossier_Cabinet_011.xlsx","Dossier_Cabinet_011.xlsx",".xlsx","4915","2010-01-17T03:39:01","65","Modifié le 17/01/2010"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2010\Dossier_Clinique_002.txt","06_Archives\2010\Dossier_Clinique_002.txt","Dossier_Clinique_002.txt",".txt","31","2010-07-27T20:33:21","65","Modifié le 27/07/2010"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2010\Dossier_Clinique_003.docx","06_Archives\2010\Dossier_Clinique_003.docx","Dossier_Clinique_003.docx",".docx","36708","2010-08-21T21:46:47","66","Modifié le 21/08/2010"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2010\Dossier_Clinique_004.txt","06_Archives\2010\Dossier_Clinique_004.txt","Dossier_Clinique_004.txt",".txt","31","2010-07-17T00:38:47","65","Modifié le 17/07/2010"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2010\Dossier_Hôtel_013.txt","06_Archives\2010\Dossier_Hôtel_013.txt","Dossier_Hôtel_013.txt",".txt","31","2010-04-20T17:39:52","62","Modifié le 20/04/2010"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2010\Dossier_Laboratoires_000.docx","06_Archives\2010\Dossier_Laboratoires_000.docx","Dossier_Laboratoires_000.docx",".docx","36707","2010-05-30T10:09:45","70","Modifié le 30/05/2010"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2010\Dossier_Laboratoires_010.xlsx","06_Archives\2010\Dossier_Laboratoires_010.xlsx","Dossier_Laboratoires_010.xlsx",".xlsx","4915","2010-02-24T21:46:11","70","Modifié le 24/02/2010"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2010\Dossier_Menuiserie_006.pdf","06_Archives\2010\Dossier_Menuiserie_006.pdf","Dossier_Menuiserie_006.pdf",".pdf","1625","2010-02-11T20:32:06","67","Modifié le 11/02/2010"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2010\Dossier_Menuiserie_014.xlsx","06_Archives\2010\Dossier_Menuiserie_014.xlsx","Dossier_Menuiserie_014.xlsx",".xlsx","4915","2010-09-01T05:54:18","68","Modifié le 01/09/2010"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2010\Dossier_Pharmacie_008.pdf","06_Archives\2010\Dossier_Pharmacie_008.pdf","Dossier_Pharmacie_008.pdf",".pdf","1625","2010-12-27T15:14:22","66","Modifié le 27/12/2010"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2010\Dossier_Transports_001.pdf","06_Archives\2010\Dossier_Transports_001.pdf","Dossier_Transports_001.pdf",".pdf","1624","2010-03-08T22:49:07","67","Modifié le 08/03/2010"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2010\Dossier_Transports_007.xlsx","06_Archives\2010\Dossier_Transports_007.xlsx","Dossier_Transports_007.xlsx",".xlsx","4916","2010-07-13T06:26:38","68","Modifié le 13/07/2010"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2010\Dossier_Transports_009.txt","06_Archives\2010\Dossier_Transports_009.txt","Dossier_Transports_009.txt",".txt","31","2010-09-17T16:46:59","67","Modifié le 17/09/2010"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2010\Dossier_Transports_012.docx","06_Archives\2010\Dossier_Transports_012.docx","Dossier_Transports_012.docx",".docx","36708","2010-09-15T16:23:08","68","Modifié le 15/09/2010"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Boulangeries_002.pdf","06_Archives\2011\Dossier_Boulangeries_002.pdf","Dossier_Boulangeries_002.pdf",".pdf","1624","2011-07-24T21:07:24","69","Modifié le 24/07/2011"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Boulangeries_007.pdf","06_Archives\2011\Dossier_Boulangeries_007.pdf","Dossier_Boulangeries_007.pdf",".pdf","1625","2011-12-20T15:59:09","69","Modifié le 20/12/2011"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Boulangeries_010.docx","06_Archives\2011\Dossier_Boulangeries_010.docx","Dossier_Boulangeries_010.docx",".docx","36707","2011-12-25T02:28:03","70","Modifié le 25/12/2011"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Boulangeries_013.txt","06_Archives\2011\Dossier_Boulangeries_013.txt","Dossier_Boulangeries_013.txt",".txt","31","2011-03-02T13:21:48","69","Modifié le 02/03/2011"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Boulangeries_016.txt","06_Archives\2011\Dossier_Boulangeries_016.txt","Dossier_Boulangeries_016.txt",".txt","31","2011-06-11T12:21:04","69","Modifié le 11/06/2011"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Cabinet_001.txt","06_Archives\2011\Dossier_Cabinet_001.txt","Dossier_Cabinet_001.txt",".txt","31","2011-04-29T19:10:19","64","Modifié le 29/04/2011"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Cabinet_006.docx","06_Archives\2011\Dossier_Cabinet_006.docx","Dossier_Cabinet_006.docx",".docx","36707","2011-10-14T19:41:33","65","Modifié le 14/10/2011"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Cabinet_014.pdf","06_Archives\2011\Dossier_Cabinet_014.pdf","Dossier_Cabinet_014.pdf",".pdf","1625","2011-09-22T05:44:51","64","Modifié le 22/09/2011"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Cabinet_018.docx","06_Archives\2011\Dossier_Cabinet_018.docx","Dossier_Cabinet_018.docx",".docx","36709","2011-01-17T05:35:53","65","Modifié le 17/01/2011"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Clinique_012.pdf","06_Archives\2011\Dossier_Clinique_012.pdf","Dossier_Clinique_012.pdf",".pdf","1625","2011-06-01T10:16:42","65","Modifié le 01/06/2011"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Clinique_026.txt","06_Archives\2011\Dossier_Clinique_026.txt","Dossier_Clinique_026.txt",".txt","31","2011-02-02T11:16:59","65","Modifié le 02/02/2011"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Hôtel_008.xlsx","06_Archives\2011\Dossier_Hôtel_008.xlsx","Dossier_Hôtel_008.xlsx",".xlsx","4915","2011-10-04T16:08:52","63","Modifié le 04/10/2011"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Hôtel_015.pdf","06_Archives\2011\Dossier_Hôtel_015.pdf","Dossier_Hôtel_015.pdf",".pdf","1623","2011-12-08T05:54:03","62","Modifié le 08/12/2011"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Hôtel_017.pdf","06_Archives\2011\Dossier_Hôtel_017.pdf","Dossier_Hôtel_017.pdf",".pdf","1624","2011-11-14T04:25:31","62","Modifié le 14/11/2011"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Hôtel_019.xlsx","06_Archives\2011\Dossier_Hôtel_019.xlsx","Dossier_Hôtel_019.xlsx",".xlsx","4915","2011-01-28T09:20:04","63","Modifié le 28/01/2011"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Laboratoires_004.xlsx","06_Archives\2011\Dossier_Laboratoires_004.xlsx","Dossier_Laboratoires_004.xlsx",".xlsx","4915","2011-10-15T02:22:30","70","Modifié le 15/10/2011"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Menuiserie_003.docx","06_Archives\2011\Dossier_Menuiserie_003.docx","Dossier_Menuiserie_003.docx",".docx","36708","2011-12-13T10:54:18","68","Modifié le 13/12/2011"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Menuiserie_005.docx","06_Archives\2011\Dossier_Menuiserie_005.docx","Dossier_Menuiserie_005.docx",".docx","36708","2011-05-30T11:32:27","68","Modifié le 30/05/2011"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Menuiserie_011.docx","06_Archives\2011\Dossier_Menuiserie_011.docx","Dossier_Menuiserie_011.docx",".docx","36709","2011-01-02T20:10:07","68","Modifié le 02/01/2011"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Menuiserie_021.xlsx","06_Archives\2011\Dossier_Menuiserie_021.xlsx","Dossier_Menuiserie_021.xlsx",".xlsx","4915","2011-09-22T10:30:00","68","Modifié le 22/09/2011"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Menuiserie_022.txt","06_Archives\2011\Dossier_Menuiserie_022.txt","Dossier_Menuiserie_022.txt",".txt","31","2011-07-28T06:18:22","67","Modifié le 28/07/2011"
